generation,mean_pairwise_distance,variance_diversity
0,13.301143729253925,0.3309384889995688
1,12.589835663079555,0.307675280078771
2,12.59727302415077,0.3105137336401299
3,12.142770772890241,0.2913922825777957
4,11.04455916058811,0.24707295524721296
5,11.051620338084138,0.24710532667120205
6,11.18088621112159,0.25006376548595627
7,11.061166845756613,0.24442279162905178
8,10.952341239455722,0.2419754122563253
9,10.91058256123223,0.23928795141542317
10,11.035834118195844,0.24354111211582602
11,10.584579577199733,0.2307156827333454
12,10.160479123099297,0.21859388736515073
13,9.700589370479065,0.20649408555662815
14,9.719586966342572,0.20731568795373614
15,10.13219446637773,0.21948869518894037
16,10.16574749355516,0.22254689167693376
17,10.259266083878721,0.22391548892229948
18,10.27401696880106,0.22457962111693172
19,10.506351817616968,0.23257820134613078
20,10.523622422131657,0.2381071129607845
21,10.514311083894247,0.24095603558560208
22,10.514311083894247,0.24095603558560208
23,10.083940271275944,0.22980157338697244
24,9.771299425399441,0.22491584360299652
25,9.72816055273053,0.22562183628479204
26,9.72816055273053,0.22562183628479204
27,9.627620706245724,0.22329943382843298
28,9.611165807966628,0.22526663567600033
29,9.441400190293711,0.22454841503745962
30,9.441400190293711,0.22454841503745962
0,13.30201562568195,0.33095162717114623
1,12.179943562357915,0.2934580941879729
2,11.26612199984556,0.26187792521581704
3,10.937601184999867,0.2518391839709633
4,9.957984913841036,0.22088049100053192
5,9.03935017495866,0.19720646251849427
6,9.084483520256452,0.19855618442245915
7,8.148026007590364,0.17272395144452377
8,7.011311684278094,0.14330412054505837
9,6.289023058813494,0.11791730892402867
10,6.317787329735775,0.11868572623485085
11,6.222355865170892,0.11552284625170461
12,5.928389129674223,0.10691170295826094
13,5.442037398245077,0.09146067846036114
14,5.568108756419406,0.09389447142261706
15,4.0193137334722735,0.05262782734224199
16,3.417918399202529,0.0429112324813262
17,3.4253569426555206,0.040196922780253
18,3.4730730638753373,0.041471732717094194
19,4.460131205656925,0.05615275746519735
20,4.939345986896624,0.06379522880182734
