generation,mean_pairwise_distance,variance_diversity
0,13.327199561585992,0.3321804567598659
1,13.553984907169669,0.3437181458774145
2,13.670349588526314,0.34973898496709455
3,13.760401502629843,0.35442503473604975
4,13.982519515539,0.36603002036783516
5,14.101376642391463,0.3722744695190037
6,14.153847042956905,0.3750987184701914
7,14.241455709344779,0.37981230619141915
8,14.298061195983177,0.3828347141167064
9,14.346237026071123,0.385425720127757
10,14.45829331993714,0.3914791979240175
11,14.542888933841969,0.39607092272409705
12,14.584534931725832,0.39831333931374774
13,14.711175004448213,0.40525027409209363
14,14.76039120565526,0.4079736471511215
15,14.76551530462598,0.40823120882514713
16,14.757505744552796,0.40778493061278426
17,14.793384491073201,0.4097924721154588
18,14.853426441437799,0.41315011348566233
19,14.891189493043125,0.41524553678367304
20,14.894016872714538,0.41541698560752394
21,14.938622213456318,0.41788595245051285
22,14.983033274627358,0.4203816460517621
23,15.012494501038555,0.42203420434075234
24,15.04162504539875,0.4236743933212457
25,15.074547059089666,0.4254887876937131
26,15.12976019771025,0.42856746824963604
27,15.15792309553794,0.43016925723850824
28,15.168059567981938,0.4307522419237111
29,15.195121613537312,0.43229447103980884
30,15.221940273520419,0.43384716504313103
0,13.214446250896025,0.32662097741634843
1,13.595184818471134,0.34591506755601154
2,13.8611396828005,0.35952542193306924
3,14.024482576581477,0.3680710161982148
4,14.118812668856512,0.3730345453663997
5,14.1432895144191,0.37439557553022235
6,14.263983551624838,0.3808728813890098
7,14.32445981683139,0.38407959008097514
8,14.372409052315161,0.38666043728866034
9,14.40955930752311,0.38868441256258784
10,14.422436953885676,0.3893870928948961
11,14.454145417288482,0.3911554188592177
12,14.491532219879279,0.3932012098895508
13,14.563860457871488,0.39714537879680295
14,14.568961905756215,0.39742452374702203
15,14.573935608780262,0.39769152563154286
16,14.612595338029593,0.3998321511134326
17,14.674802650403233,0.4032288988662504
18,14.716675294261885,0.4055417707636388
19,14.792257697385404,0.40966335245669117
20,14.82474583082221,0.4114749367420289
21,14.888701470330698,0.4150793884215946
22,14.902208417611835,0.4158554733174521
23,14.927029013680412,0.4172226142303643
24,14.927029013680412,0.4172226142303643
25,14.982326369699873,0.4202802079240356
26,15.034824113950146,0.4232540121780429
27,15.083549254506913,0.42597632206337804
28,15.07496450967546,0.42548518291415144
29,15.14349396323149,0.42934162927079766
30,15.14349396323149,0.42934162927079766
0,13.314355944862653,0.33155615471388544
1,13.673802746718472,0.3498825536378221
2,13.886953699266282,0.36093526512232266
3,14.012475056410782,0.3675499735256398
4,14.208671000133501,0.3779493428787337
5,14.401628563551649,0.38825592757115684
6,14.489050994929892,0.39297438899976755
7,14.608280427050154,0.39952617767439585
8,14.726173910147661,0.40600106048362783
9,14.865343378304102,0.41373807005769014
10,14.90085517155176,0.4157137472160693
11,14.927140886062546,0.41718570494770635
12,14.927563701916316,0.41721237262171296
13,14.927563701916316,0.41721237262171296
14,14.967661619583678,0.41946842888232494
15,15.01577521313038,0.42218342966601297
16,15.053553927284344,0.42427826329894996
17,15.060080597033975,0.42464570162575505
18,15.101682589786142,0.42696521545203897
19,15.164258634979623,0.4304994016831173
20,15.175927022973486,0.4311475206147844
21,15.229895895827926,0.4341734790431799
22,15.264394198264673,0.43614941516962985
23,15.338983128246836,0.44042297580794293
24,15.351123509413414,0.4411072235276679
25,15.344172525200776,0.4407099912431983
26,15.346253621817553,0.4408277566171101
27,15.404034126829162,0.4441267292493375
28,15.428055662566901,0.44552565069104205
29,15.467419292601116,0.44779226453111504
30,15.496875111898587,0.4494985447688383
0,13.294021945187412,0.33054910077883637
1,13.568917811920628,0.3444918846770878
2,13.779905512826973,0.35539969611656835
3,13.959633367753487,0.3647643317982315
4,14.05675817234187,0.369868771191636
5,14.107627217607503,0.3725699852757675
6,14.180697468905834,0.3763897601797376
7,14.304144901653297,0.3830286293808694
8,14.409653190297036,0.38864297422081706
9,14.430149028571904,0.3897569382740027
10,14.463696264800257,0.39158141404217134
11,14.509529955694505,0.394086470630319
12,14.515040799312898,0.3943754278085624
13,14.525264167281085,0.39492345038462856
14,14.56126861173398,0.396891227029904
15,14.56126861173398,0.396891227029904
16,14.60214285066324,0.3991468473279382
17,14.651966184014107,0.4018599743086494
18,14.6583387462458,0.4022064166423163
19,14.701614652303567,0.4046057990217406
20,14.712062061638207,0.4051934335522588
21,14.735012585561607,0.40647188730458245
22,14.783253563721129,0.4090901425461002
23,14.810283516133925,0.410608628312121
24,14.827393564647029,0.4115806999118708
25,14.866888149563591,0.4137513899409919
26,14.859954314822932,0.41335645823985967
27,14.879153795128857,0.41443466868764695
28,14.90602546716387,0.4159389446559246
29,14.957705716796438,0.4187983389786665
30,14.97831363485178,0.41996526291514025
0,13.233913004651663,0.32756381577806953
1,13.523691914021828,0.3422056457877641
2,13.662949028142464,0.34938225551471824
3,13.787668934842122,0.35579772145728905
4,13.949949092213776,0.3642881912091734
5,14.090022899405868,0.37173991594141864
6,14.129672137773046,0.3738574699635903
7,14.19355842579523,0.37722780800697936
8,14.248552774828676,0.3802007316122465
9,14.235944982899833,0.3795308514058111
10,14.265418520380786,0.38110670598335983
11,14.302661377546604,0.38308780259186825
12,14.347864281197888,0.3855147759214779
13,14.345034428209203,0.385363091666755
14,14.350362331573102,0.3856254411622617
15,14.41526600845161,0.3891354349259169
16,14.421818060163304,0.38949426729550535
17,14.445543169771518,0.3907760870714278
18,14.44929090026464,0.39098146694101293
19,14.495078739525887,0.39348727937207617
20,14.541784688845972,0.3959997502471097
21,14.57178294933828,0.39763992755333377
22,14.573422302076231,0.39773182930903506
23,14.630359118885067,0.4008125221096605
24,14.642159922042941,0.40144872474465837
25,14.715348730683804,0.4054516921635328
26,14.751731968072114,0.4074830594726293
27,14.75727313851593,0.4077933009408637
28,14.759881505586273,0.4079386827776833
29,14.786187603502379,0.40938758415110577
30,14.790713096684202,0.40964222167451736
0,13.32471046646637,0.33209836571600093
1,13.739745620157784,0.3532154731430381
2,14.09404348750827,0.37176827582320837
3,14.38173697827523,0.38706222709970095
4,14.474614698929434,0.39209636234938633
5,14.567832094198033,0.39716427676648997
6,14.67014535478415,0.40279686025117595
7,14.722186679665942,0.40566988062477916
8,14.83268035125683,0.41182615182418675
9,14.81776509404357,0.41096654506667946
10,14.883670640880423,0.41467021192353354
11,14.905754029655428,0.4159220299009681
12,14.945758711352578,0.41815570877168623
13,14.961108519707514,0.41902220288858066
14,15.024957051667608,0.422611688591751
15,15.077637308426914,0.42557264510376086
16,15.116994038913745,0.4277693354881445
17,15.151922243636303,0.42973980113549887
18,15.144451628997263,0.42930935786051455
19,15.155155369768591,0.42989782718291897
20,15.190422581107551,0.43188017012033353
21,15.220681978866638,0.433597233183728
22,15.237909032159722,0.43459121557035296
23,15.25671528760201,0.4356679710325766
24,15.25671528760201,0.4356679710325766
25,15.25371527489741,0.4354976825670275
26,15.28494716581936,0.4372723253492972
27,15.32454334160746,0.439528801148213
28,15.344742502637715,0.4407028441042806
29,15.35009178963525,0.44101237403710003
30,15.346884784343654,0.44082953373083766
0,13.296985844156742,0.330656636080017
1,13.613648947576952,0.3467499574204331
2,13.781284060006428,0.3553759185431778
3,13.988459450539333,0.3661539237120669
4,14.14520200882872,0.374466270527241
5,14.187496617543758,0.37672238979052264
6,14.370021895486902,0.38652035414479863
7,14.43421494261344,0.3899813577168891
8,14.496475311062161,0.3933836515238633
9,14.588349058797384,0.3984245396735154
10,14.58569964674047,0.39828621995536156
11,14.621938590628137,0.4002563399414686
12,14.672069482770016,0.4029964574725979
13,14.69698091588175,0.40434588042283787
14,14.743638973084677,0.4069264419718341
15,14.820809674744504,0.41120499231428426
16,14.832975670689734,0.4118882202661191
17,14.844433681688118,0.41254022580852473
18,14.862486924395206,0.4135222534510941
19,14.877904793854137,0.41439547817324385
20,14.906587654397295,0.4159866893808909
21,14.929980492881514,0.41726746642319473
22,14.955728837844424,0.41873270849544597
23,14.980964491602782,0.420147432766281
24,15.003760886354456,0.4214546509114875
25,15.024150713333594,0.42259312271965366
26,15.079846539327677,0.4256624465504527
27,15.077410573297717,0.4255030011764237
28,15.109553465235365,0.4273496231524905
29,15.1350098325212,0.4288020976657653
30,15.24053064381152,0.4347536708414214
0,13.283463507140457,0.33004096654856035
1,13.892627690485396,0.36119473147901476
2,14.014563074750923,0.36754049457902466
3,14.192190525722003,0.3770235889571642
4,14.197808209022377,0.37735168172483596
5,14.33270013844772,0.38464214489776033
6,14.436001481182533,0.39021991514004484
7,14.49720855966372,0.3935261083809903
8,14.56379812263331,0.39717560063069635
9,14.619674357188478,0.40017340272230983
10,14.65486877333122,0.40204541250295867
11,14.692181704186998,0.4040984978430111
12,14.768154452214267,0.40826955547043364
13,14.786668425796291,0.40933128687015824
14,14.852419970498387,0.413013494177113
15,14.899458902354471,0.4156265137894572
16,14.943299100426998,0.4180936448056272
17,15.019983980766085,0.42234038030144044
18,15.056650347850606,0.42441513891602245
19,15.087904651500773,0.42617842837614867
20,15.14262907219359,0.42927645896178296
21,15.165114670700012,0.43049563094594545
22,15.191746294501847,0.4320138310527201
23,15.206673670535874,0.4328894467724635
24,15.23135593551326,0.4342811011161684
25,15.258622610982874,0.43586302108431607
26,15.279914004830143,0.43708844533223945
27,15.295519237772927,0.4379978434880776
28,15.304761210374576,0.4385430996528959
29,15.32205307933781,0.43951609965928157
30,15.370158343902977,0.4422370734520733
0,13.258085856082095,0.3287631579309326
1,13.806044973892476,0.35668999045773353
2,14.107036609004647,0.3724343804572481
3,14.315997220620636,0.3835099212967912
4,14.443406188794585,0.39036592889840394
5,14.618907004040771,0.4000064803937614
6,14.716978673603071,0.405423769833478
7,14.800676557288012,0.4100342825369588
8,14.783431445424995,0.40907745778628596
9,14.827107961860658,0.4114858591999398
10,14.874318058301842,0.41414449757426747
11,14.91209371658633,0.41627076312030403
12,14.948095847800712,0.41830293100413296
13,14.984438435691523,0.42034478366925443
14,15.008270514940307,0.42168200185741983
15,15.060988772540675,0.42462251030580145
16,15.06092231503589,0.42461808061001804
17,15.074891101248593,0.4253969560056637
18,15.078357078458508,0.4255927798990856
19,15.086803251329684,0.42606395075705705
20,15.095015761476608,0.4265395570531454
21,15.120482801709487,0.42797516636352206
22,15.120700821751303,0.4279709373937636
23,15.133876381587964,0.42872067508011624
24,15.145400508377017,0.42937440998288307
25,15.14707081544207,0.4294657765016809
26,15.166153407265861,0.4305322228549539
27,15.171155882698427,0.43082305842075036
28,15.224708449317474,0.4338904792295613
29,15.244682378130753,0.43504299145297287
30,15.274822283842262,0.43679969260003904
0,13.289272456750531,0.3302827476703471
1,13.571158423578787,0.3446076336890857
2,13.792478587124139,0.35596791788509186
3,13.999459793159392,0.3668194095504825
4,14.092121472280235,0.3717047878193769
5,14.139472620489812,0.3741889954269698
6,14.304059616043935,0.3829935335580765
7,14.325224698390441,0.3841505212095959
8,14.364345921652552,0.3863030970941255
9,14.408056315386814,0.38866074840589726
10,14.482363664577482,0.3926908146233024
11,14.515412134392157,0.39450033036609783
12,14.595072495640759,0.3988328141392052
13,14.660168028166588,0.4024159004846415
14,14.718933929297345,0.4056346364174471
15,14.719718826805128,0.405641432479313
16,14.765007649771796,0.40813435074055976
17,14.78111092229676,0.40902250676780144
18,14.836281561940792,0.41209638792933495
19,14.84946011258988,0.4128470798522616
20,14.899850714945416,0.41567632111532615
21,14.922426131584775,0.4169507212748285
22,14.940158533672074,0.4179295316097059
23,15.035008879634182,0.4232253902106232
