generation,mean_pairwise_distance,variance_diversity,entropy_diversity
0,13.279923417609208,0.3298708708261203,2.2596454756146387
1,13.069690671263274,0.31972107918750814,2.1654065963149787
2,12.861521783165113,0.3097507320644481,2.049805763414544
3,12.73644928386778,0.3038108879692656,1.9878821961091004
4,12.686059755168582,0.30134067418633326,1.976271318132975
5,12.58806617943479,0.29673757481482,1.958484369963573
6,12.593894993030274,0.2969567592023727,1.9289454121661633
7,12.552034827600712,0.29501057574712986,1.9019962872810474
8,12.542497151400768,0.2945530122976869,1.901512804059315
9,12.489384091942519,0.2921188451068375,1.8951410966170679
10,12.51926778100417,0.29347261287107784,1.8911694728647603
11,12.475741951643899,0.2914611160582571,1.8615200396254865
12,12.477884927940464,0.29154515450546237,1.8558771937173981
13,12.543295932564536,0.29460768620465244,1.8643654806171948
14,12.561877185946344,0.29550166190033095,1.8640845882802828
15,12.571559524287595,0.29593311614178447,1.8644318540336324
16,12.554876526724822,0.2951754633697371,1.8582444079248044
17,12.55529252225238,0.29517711434328536,1.8631399775974427
18,12.541031473887777,0.2945034739207593,1.867529438882577
19,12.54508103605899,0.29469169923518246,1.8718792699226459
20,12.542043735891083,0.29453723421371025,1.8784502652158137
21,12.551959469571374,0.29495838700890525,1.8886912422242748
22,12.568887055864145,0.2957545666156697,1.8894265519639806
23,12.57600621767768,0.29608117492778524,1.890534788027616
24,12.613274571874902,0.2978273355504396,1.8912119638146199
25,12.598493737283828,0.29712116696765356,1.8963272516078529
26,12.60921628499372,0.2976257722796194,1.8955115777359226
27,12.603261811808999,0.2973427703530042,1.894652455335662
28,12.598439403288658,0.29711624547813353,1.8929513275543333
29,12.596030361598032,0.2969984008915982,1.8952177316535033
30,12.570825966588968,0.2957863527960741,1.8900355740937218
0,13.294283829899902,0.33055793281229817,2.257988832684369
1,12.973673476681046,0.3151506427506385,2.1065178794802772
2,12.900484887663183,0.31163514662744823,2.0490164581372023
3,12.859011715243419,0.3095929370799811,2.010365040481502
