generation,mean_pairwise_distance,variance_diversity
0,13.31725274221606,0.331703798747426
1,12.88872391075664,0.31663765831110446
2,12.3370652568985,0.30223656171251667
3,10.0928946504235,0.24845497649475992
4,7.0772821632586345,0.17695935195307108
5,3.8666118409245636,0.09815401083007697
6,2.930359429823059,0.0726638033569416
7,1.8788907378381958,0.043817443609451334
8,1.8788907378381958,0.043817443609451334
9,1.120221632160405,0.020618982389412573
10,1.3115549485789904,0.019093256035905646
11,2.073387195949818,0.029898994211344
12,2.5263638266124215,0.037539025862342666
13,3.041550017592668,0.04344158369311044
14,4.022907918044194,0.05778898770423165
15,5.100201904817323,0.07492901298803786
16,5.100201904817323,0.07492901298803786
17,6.026200005031132,0.09077168990568625
18,6.418364615698823,0.09846426001072267
19,6.847300756922832,0.10712180824240236
20,6.877707435767914,0.10794283339779318
21,7.068000553859415,0.1136593483153826
22,6.914249542671244,0.11384963412479403
23,6.072513040536222,0.09895171532703838
24,6.072513040536222,0.09895171532703838
25,5.71348754057309,0.09265144053186003
26,6.402175662361514,0.10422865484216713
27,6.617589736793647,0.10789449234451365
28,6.6177544870131495,0.10776568230739252
29,6.596324713964661,0.11107310174885322
30,6.456881565936406,0.10748748633404084
0,13.24230257601343,0.32797663758952944
1,13.284321588126359,0.3382586723849698
2,11.807850953905731,0.2915890878278962
3,6.983703447882963,0.15792944362065073
4,1.2670421482688046,0.01833411802041185
5,0.45170893654526956,0.004913044127950487
6,0.9006058779391714,0.010171041516642451
7,1.2199811581883389,0.015142123106693857
8,1.5141048331088995,0.019649062630362205
9,2.671640755147264,0.03660901111641052
10,3.7069508361891277,0.05135906105025295
11,4.615341738281757,0.06528400812479436
12,4.6816511160710235,0.06699600039692362
13,5.419774604207654,0.07810517525130559
14,5.939856281328233,0.08513194665472185
15,6.349515639363464,0.09207248026251455
16,6.3964552428068995,0.09294775550595959
17,6.458071151157445,0.09388253744496317
18,6.448707151499354,0.09326225438087139
19,6.342077291685561,0.0909044858131126
20,6.342077291685561,0.0909044858131126
21,6.147793574753292,0.08647230827624021
22,5.967202597063512,0.083025102549845
23,6.4057939497152026,0.09253215786639492
24,6.4057939497152026,0.09253215786639492
25,5.987015894788884,0.08463511040078091
26,5.870821694404866,0.08130552775502607
27,5.854408752997384,0.08075907098928946
28,5.854408752997384,0.08075907098928946
29,5.629696070929523,0.07650499306628349
30,5.613455899620706,0.07647606520392426
0,13.287864482701092,0.330252674518753
1,13.199860595351229,0.33356458796280175
2,12.015626988881076,0.292295567810757
3,6.771237676166181,0.1335634831119019
4,5.078597377992241,0.07213701302865037
5,3.9389249757697358,0.05677454335960251
6,0.7912940127701952,0.012272475132351414
7,0.18177782076758325,0.0030861079586586336
8,0.5749109745867653,0.006838243806583666
9,0.28218947161983354,0.002536445448495169
10,0.28218947161983354,0.002536445448495169
11,0.10708833002379374,0.0010710595587747282
12,0.21201325944104618,0.0021204815507055207
13,0.0,5.0781667102223745e-31
14,0.0,5.0781667102223745e-31
15,0.0,5.0781667102223745e-31
16,0.0,5.0781667102223745e-31
17,0.0,5.0781667102223745e-31
18,0.0,5.0781667102223745e-31
19,0.0,5.0781667102223745e-31
