generation,mean_pairwise_distance,variance_diversity
0,13.241820181473226,0.32797015334438184
1,13.606898799550025,0.346426868715926
2,13.896846272411873,0.3614209127180692
3,14.01316255682614,0.3675886992654737
4,14.083156887646977,0.3713069760203133
5,14.260229861835592,0.38070471150046187
6,14.297599266419356,0.382675211617233
7,14.41903518755912,0.3892476194519823
8,14.476988395209759,0.39240317429146854
9,14.542552295701444,0.39598980266724787
10,14.56556183714912,0.39724086396100944
11,14.605606886593758,0.3994109571591632
12,14.672201308739742,0.4031103882738031
13,14.752070485011064,0.40756284425922984
14,14.774867938350509,0.40880753846855383
15,14.80084149939993,0.4102200401340043
16,14.840816128453671,0.41241100632027206
17,14.881940070616121,0.4147372366136035
18,14.915018332496738,0.416543802738723
19,14.928045030836145,0.4172715943566987
20,14.923838243141049,0.41704220277133075
21,14.946532263307876,0.4183186408295128
22,14.946532263307876,0.4183186408295128
23,14.995923954529621,0.4211024148480913
24,15.051898940373588,0.4242503319506238
25,15.093983895613553,0.4266147726825037
26,15.09557137435785,0.42670058439890207
27,15.12952195816428,0.4286202184125921
28,15.12952195816428,0.4286202184125921
29,15.151613783777275,0.42989464482780065
30,15.154589340705183,0.4300661761829939
0,13.28211476751846,0.32993098991987996
1,13.735146550987476,0.3529808351054566
2,13.963985773907169,0.3649029418839005
3,14.146424931812913,0.3745718105238268
4,14.260698999755867,0.38069250276887273
5,14.372394776761736,0.3867070228004277
6,14.451473290462571,0.3909624389471004
7,14.51124495156515,0.39421899386691334
8,14.547478117133466,0.39618063937151354
9,14.5604164585503,0.39688167525535767
10,14.642373488579278,0.40136445062173554
11,14.723680743694645,0.40582204588759807
12,14.72574258747787,0.4059223236768313
13,14.736414696304616,0.40651848042893396
14,14.801207055308506,0.41009277924042387
15,14.862015581975054,0.4134519746793415
16,14.867042389024943,0.41372787160647645
17,14.907711421105919,0.4160203904369241
18,14.930362982074792,0.4172959824369568
19,14.930362982074792,0.4172959824369568
20,14.960770072186056,0.4189922448338587
21,14.999028890787443,0.4211526675554585
22,15.033758290294868,0.42307844717396276
23,15.073817220241974,0.42534110710982026
24,15.0890346394695,0.4261771525743237
25,15.113993586297864,0.42759064488502774
26,15.124108442370803,0.4281834893810888
27,15.13257248136032,0.4286597102116791
28,15.136620656198685,0.42888170389159447
29,15.156189810523502,0.429989011700509
30,15.181157257807431,0.4313773548649242
0,13.275213790447486,0.3296106380017255
1,13.718726029336777,0.352131678281407
2,13.965818556557936,0.364922114281405
3,14.229995881141031,0.37897735323185405
4,14.320457021686803,0.383838174092451
5,14.380926100512458,0.38713467296921206
6,14.424588849861586,0.38950777782020196
7,14.456777836534298,0.3912573990840246
8,14.45540149694428,0.39115445766432455
9,14.502218043652118,0.393707317236903
