generation,mean_pairwise_distance,variance_diversity
0,13.233952575271736,0.32758522344536817
1,13.028499054340696,0.31784720268927347
2,12.912080650944146,0.31224299220993923
3,12.868501751958128,0.3101372253110367
4,12.760665554697196,0.3050173085059188
5,12.621984206158542,0.29834339440256585
6,12.611679806464965,0.2978248095942047
7,12.631075542543316,0.2988347680803514
8,12.581147856633505,0.2964478003462001
9,12.6212322659647,0.2982697590239043
10,12.687956687460538,0.3013793151265452
11,12.694330920328483,0.3017417304659238
12,12.679191809906595,0.3010069542107305
13,12.73880787179291,0.3038263983996996
14,12.750672170507102,0.30438800867239413
15,12.774390043845063,0.3054930952025423
16,12.755042975562318,0.3045843888671123
17,12.749118019827609,0.30429117583564985
18,12.73208747187372,0.30349944252724703
19,12.718798518857465,0.3028871124685112
20,12.727076653972096,0.3032613382917104
21,12.698402503065667,0.30188215300465465
22,12.70683930207087,0.30227809919955867
23,12.687210685923105,0.30133799544745765
24,12.698788609503573,0.3018936916851826
25,12.688852839528696,0.3014265759767999
26,12.664942292646378,0.30030014631304075
27,12.643765452309768,0.2993097431391675
28,12.626882421570448,0.29851779830323033
29,12.579101721131702,0.2962755273546091
30,12.580106897897439,0.29631357043892476
0,13.223416761832507,0.3270320927469599
1,13.037023368275793,0.31827266875347315
2,12.856449267791541,0.3094981979625539
3,12.863010246853365,0.30977846453224034
4,12.737351323016833,0.30380316179223404
5,12.722324323926463,0.3030623021174505
6,12.618562103887633,0.298170767993761
7,12.534070635989547,0.29422236795732587
8,12.559529369355849,0.2953945414448019
9,12.613122860719065,0.29790723542631786
10,12.673802071103832,0.30076669805909806
11,12.667190272453432,0.3004328233948173
12,12.655364322776194,0.2999452892532345
13,12.585638459109678,0.2966588933747847
14,12.582008371934593,0.2964634291235859
15,12.603022057121487,0.29742240133896236
16,12.575660881802246,0.29615397554505385
17,12.593695010051539,0.29699903689820006
18,12.590047380228864,0.2968770021338709
19,12.642340437062972,0.2993237879348656
20,12.657167018513281,0.29998467371921567
21,12.621126853494605,0.2982670302996985
22,12.635535699267935,0.2989435241476468
23,12.64969619242014,0.2996270141462633
24,12.627610559937684,0.2985851874579651
25,12.630747356102093,0.29873487288914474
26,12.653748180425216,0.2998104554959671
27,12.653875542232827,0.29980968308493994
28,12.646653309931706,0.2994651865357167
29,12.65449599147627,0.2998388366480924
30,12.648952710551555,0.2995809313314199
0,13.256388879467256,0.328702786994452
1,12.812383809855223,0.3076748190278079
2,12.664191747318988,0.3004438827697755
3,12.715646682417862,0.30282268018873143
4,12.699679155062231,0.3020050285666025
5,12.58596013992819,0.296665012169576
6,12.438008604224317,0.28981643014961633
7,12.37432920774676,0.2868380967529713
8,12.41770729700829,0.28877256972564297
9,12.433229139929406,0.2894816630160856
10,12.440737402766706,0.28979198066913064
11,12.496960705848164,0.29237260318149333
12,12.532964883380417,0.29404312040007224
13,12.503178570349283,0.2926963025945979
14,12.51800722329367,0.29338008173399305
15,12.52975903443722,0.2939157105235887
16,12.485629424355416,0.2918664162826263
17,12.523290595085333,0.2936230597779367
18,12.551965365528861,0.2949651733498064
19,12.55784116772447,0.29522997501008297
20,12.565371669485723,0.29557951830076545
21,12.587892458509302,0.29664254411287905
22,12.579086313777712,0.29623816026804733
23,12.594802805521704,0.2969714016267223
24,12.600031671365658,0.2972218038886741
25,12.606254509414683,0.29751697165524266
26,12.59923828313442,0.2971786847703884
27,12.610152958980288,0.29769899254639676
28,12.613923904903606,0.2978697254427805
29,12.595711018253063,0.2970119190683346
30,12.563263124963973,0.2954674155392187
0,13.30232484382392,0.33100840553459626
1,13.10270584148907,0.3214050326871923
2,12.952834291381487,0.3141233588195404
3,12.821933261997398,0.3078002264439086
4,12.808744578520795,0.3070912141176421
5,12.724561960847755,0.30308078719796977
6,12.689559865532154,0.3014202524944163
7,12.68433244797146,0.30119874682218173
8,12.655420543007166,0.2998480094815577
9,12.621005263297908,0.2982286839835474
10,12.560360698802087,0.29535099398562714
11,12.61550194846797,0.297913861429442
12,12.671815149565239,0.3005813812109116
13,12.703923084572718,0.3021019263258382
14,12.703267760244657,0.3020866069094254
15,12.733942131474452,0.30357893286754356
16,12.762557042128432,0.30493581717203777
17,12.752000505121561,0.3044336487590465
18,12.74651505050855,0.30416025291740245
19,12.728407010177504,0.30328670431157756
20,12.70418421236153,0.3021392585466848
21,12.729214086997915,0.3033257504270929
22,12.67363888386011,0.30067542024591437
23,12.69221733295775,0.30153673313406976
24,12.65529032783556,0.299791497297311
25,12.672559646099241,0.3005884357672705
26,12.679606778385082,0.3009450453408962
27,12.696456680079649,0.3017278844988854
28,12.7114519422608,0.30243420003014426
29,12.716480829974245,0.30266712899840087
30,12.742375013803487,0.30391269296684487
0,13.290714118168475,0.330384272955563
1,13.076276933202365,0.3201461762350635
2,12.844306251797022,0.3090571526871725
3,12.703468424243608,0.30224129313517517
4,12.581177374994468,0.2964769826503276
5,12.526874604317463,0.2938855483156805
6,12.47549821074015,0.29146101745047387
7,12.509882379219713,0.2930618850660519
8,12.451799506682999,0.2903982232599324
9,12.499380311370087,0.29257368554835855
10,12.454820411007725,0.2904437062374674
11,12.44586949515664,0.29008901402504733
12,12.475987390830518,0.2914800791006805
13,12.445466247986763,0.29001959411416794
14,12.441524788234602,0.2898373907318939
15,12.471204172353774,0.2912055823292694
16,12.483668559428793,0.2917784433853888
17,12.483721027263899,0.29177277017530334
18,12.443811439783548,0.28992296297840875
19,12.455564163828742,0.2904666043295811
20,12.434375900884818,0.2894878380476859
21,12.433260046449279,0.28943890987359167
22,12.406138347951687,0.28817015591164347
23,12.398786379130147,0.2878157065377165
24,12.400211094274582,0.287883883477153
25,12.401887109424425,0.2879604325250073
26,12.380438377868247,0.28695536045404596
27,12.387180701674941,0.28725881325632413
28,12.400963706044452,0.28787641629572086
29,12.39475861632888,0.28759867478701984
30,12.404135402340476,0.2880397703449011
0,13.346251341688278,0.33312991663629893
1,12.863904474229596,0.3098621314507719
2,12.742311906736715,0.3039830406684623
3,12.67722789108686,0.30087989660986986
4,12.551706809351078,0.29492351128643896
5,12.555616647320537,0.2950643616019643
6,12.508382322755129,0.29286595235588164
7,12.530389925968779,0.2938626144440067
8,12.527417864357018,0.2937466356714097
9,12.585190089172869,0.29644408033413244
10,12.516202748609834,0.293227723573771
11,12.440968253121799,0.2897334793694423
12,12.435587720292038,0.28949240382072744
13,12.468966525446646,0.29104129465824163
14,12.501258192785095,0.29254456034699783
15,12.506440605086496,0.29279229444508126
16,12.561454706441207,0.29538052238817086
17,12.60449692075388,0.29738010657653396
18,12.622413593178909,0.298224590124765
19,12.589253148340346,0.2966785036045702
20,12.567902601023446,0.29567380060915155
21,12.566041876254344,0.2955866643558607
22,12.567686173716682,0.2956681107224117
23,12.557261810884723,0.2951734765890006
24,12.562452892666172,0.29541575428860556
25,12.57119860510876,0.29582358670589626
26,12.572164828273552,0.29586462125048424
27,12.580003271301052,0.2962256752906461
28,12.592497793886926,0.2968134685157448
29,12.594711614723026,0.29689894091898267
30,12.588887085138738,0.2966234501146362
0,13.2458949153341,0.3281682096568972
1,13.004630059187168,0.31660042757509427
2,12.990805189479635,0.3159270679910856
3,12.896290742550892,0.3113806498432692
4,12.87335454939104,0.3102998420254276
5,12.827376182100188,0.30810607139448176
6,12.782942717115818,0.30595413473328376
7,12.697224815897409,0.30190302540602504
8,12.717294045560681,0.3028258453286275
9,12.650810039790422,0.2996473886942985
10,12.656442273530322,0.29986112504519713
11,12.612636273868567,0.29779351919494024
12,12.607476621480368,0.29754084175297063
13,12.654485051194463,0.29974063005234325
14,12.638667108716048,0.2989859791602664
15,12.614944233059203,0.29786434298133835
16,12.626999944807732,0.2984346497972717
17,12.653934003268086,0.29970588385045904
18,12.652939199208378,0.2996765389849468
19,12.624996716216335,0.29834402481922806
20,12.657956149123883,0.2998971283367895
21,12.66282428581183,0.3001236062107273
22,12.645534780235709,0.29931454179656575
23,12.676442508348554,0.3007900007163348
24,12.676330173236035,0.3007839569271145
25,12.686406787760859,0.30126787436198615
26,12.686414046350272,0.3012683787457526
27,12.67536700112269,0.30075000996309115
28,12.648546431748303,0.29948238070624994
29,12.624309168529724,0.2983419210621514
30,12.597417071137851,0.29706723916376
0,13.311882675434305,0.33144263129268764
1,13.04495651792913,0.31852516856747604
2,13.044239310757442,0.3184526234889083
3,12.897722125031075,0.31144415483463517
4,12.80494701388575,0.3070330284463476
5,12.742634988666058,0.30414794392075434
6,12.540356791752636,0.294565481075506
7,12.433017557753525,0.28958961526031224
8,12.447402106723326,0.29013597749440917
9,12.317280771598131,0.28412170646374485
10,12.311786297956079,0.2838315137777021
11,12.315703469535958,0.28398953616934647
12,12.33665432914162,0.28493714242557866
13,12.298413631632101,0.28319735914829763
14,12.30486181574004,0.28346255758969824
15,12.302496783884608,0.2833483888079763
16,12.297762067093952,0.2830967703188456
17,12.31099244199471,0.2837038845142807
18,12.321898779610214,0.2842172594670637
19,12.2983854860848,0.28313054057759285
20,12.31120998291989,0.2837013570845661
21,12.298556349853326,0.2831162715498207
22,12.2786042096829,0.28223082210339134
23,12.314507816322168,0.2839061154821966
24,12.32193951902988,0.2842297587250148
25,12.305826010719187,0.2834838365926415
26,12.339116522764023,0.2850033774521918
27,12.34271882048327,0.2851705503394953
28,12.333651888231508,0.28474150956962696
