generation,mean_pairwise_distance,variance_diversity,entropy_diversity
0,14.868807531605272,0.4283256678496627,2.0181292511569113
1,14.828842100936983,0.4391804040181673,1.8887151823187385
2,14.22250950501353,0.42270611900563265,1.7876983366349533
3,13.923234060182189,0.42241983507692815,1.6595074562709877
4,12.543660340552266,0.37863091282045586,1.483906825727998
5,10.272906999644476,0.3016779281991459,1.2097576737179419
6,9.82853867675041,0.28245792333862524,1.17568896634611
7,9.080566780560611,0.25928104606864827,1.0910102583680428
8,10.136739411891291,0.29384885761340096,1.213203947779462
9,8.674356720572423,0.25240434012625745,1.0250773155139605
10,11.277869119284018,0.330092289132245,1.3220896704291851
11,11.455095068107443,0.34388364162351803,1.3313403095895369
12,12.122707199874766,0.36419470240604085,1.4194404390388473
13,13.623509749577714,0.41607031884638496,1.57124377302689
14,11.363792493416343,0.3434525452845953,1.306098540639637
15,11.671288466821627,0.3515827517264753,1.2994040409269736
16,11.528815920659135,0.34366462603452996,1.2666539808451787
17,12.579357363780655,0.37672627403608927,1.4101580165696324
18,13.458919113826946,0.4058738271938837,1.5131796769960533
19,13.341314462677227,0.40316824374826193,1.490358848478511
20,13.113797456199539,0.3951432716554948,1.4519338250106915
21,13.44956409280433,0.40696932916143364,1.4860838192018748
22,12.960923870954263,0.3890182497947341,1.4683484461150655
23,13.195031720748991,0.40021904525516533,1.4682100622103065
24,12.178132960810558,0.36750675744848155,1.3620143760897643
25,11.534563616434532,0.353159708447398,1.2459603972715843
26,11.822728496499481,0.35636225675197514,1.3257956894537732
27,12.010034881479697,0.36660562367896676,1.3098988750128142
28,10.662990927824351,0.32447656140368436,1.1675619124466874
29,10.768491785981537,0.3330302615031132,1.208174236866541
0,15.133170016457061,0.43965736349299406,2.0386241522814266
1,15.238332358737473,0.4553767907656251,1.8957567475485853
2,15.451930440597359,0.4679781462010049,1.8612502848414616
3,15.388889159204437,0.47094593536123697,1.7740858993274127
4,15.178691886493176,0.46921091699971174,1.7064372500500462
5,15.133378869942504,0.46793781997927686,1.6999885390766143
6,15.48829098248944,0.4800060308894824,1.7455539831183788
7,15.26297928444472,0.4760651680401788,1.6963462573381232
8,14.966039828787096,0.46710308909788195,1.669453713933016
9,15.127828369715587,0.47339607374218645,1.657997979551215
10,15.325565043604373,0.47815709785349575,1.6866497814680728
11,15.470358614652527,0.48167810544007544,1.719245265556374
12,14.963951452996405,0.46471778746531067,1.6252371328037112
13,15.01064277232978,0.46787675245870664,1.6363351560045254
14,14.923860045909029,0.465876960573968,1.6289856828974882
15,15.122155231353519,0.4736042713321612,1.637403319022649
16,15.491711842895123,0.4884638165404761,1.6912464474315614
17,15.346392227569394,0.48707903492892685,1.660503946416308
18,15.271911926451374,0.4805797849396183,1.6722837742694805
19,14.626302185957343,0.4611158529701327,1.5770302603532302
20,14.186445822485915,0.4456540197096638,1.533292823352324
21,15.323757014292756,0.4808867562924185,1.6632332572391544
22,14.909975035562988,0.45891395141551755,1.6618126043256163
23,14.399954918862374,0.43878815288529044,1.604459748403053
24,14.23162127713677,0.437837354517192,1.5530332324701759
25,14.106929799005,0.4363570430219299,1.5358959005597457
26,14.521499927976437,0.4491524752354263,1.6053960106788305
27,14.776674952214938,0.4596671088354247,1.6235611641959249
28,14.271430808565276,0.44166131085206545,1.5661144451470013
29,14.108405359391254,0.439201415713395,1.544616066182722
0,15.109185944624226,0.4370925615687665,2.055981893767564
1,15.50206054578837,0.46182727705420346,1.9697987379999198
2,15.386274301076106,0.45795218475809424,1.9201266796552676
3,15.876635576873602,0.48165573528273925,1.950755955737402
4,15.911183133075353,0.48545814613222354,1.9130282986592957
5,16.001280906156147,0.49099791414623206,1.8890891844668825
6,16.061017986238202,0.4972196028609681,1.837573128970269
7,16.11084696969863,0.498794840114196,1.8456519790984856
8,16.164222833763112,0.5019659120955842,1.8495631340142216
9,16.04441781713169,0.5004021156349276,1.8087406510062976
10,16.326478700383557,0.5129291587782405,1.8318986985508094
11,16.049927351968453,0.5044107224664414,1.7738217618454635
12,15.661814154594833,0.4917189529287974,1.7146012764708145
13,15.831207055225027,0.5015622444623975,1.7275158783762905
14,15.729776418367827,0.49672805031175904,1.709552106259585
15,15.832558505333688,0.5014181536558223,1.7207490656709215
16,15.883456469222425,0.5045216521149697,1.7130730026992902
17,15.79849103273968,0.5042860518587721,1.7009232548305846
18,16.158610499805818,0.5192305267889895,1.7326134491247769
19,15.890746755210861,0.5083045717043756,1.7091804091058334
20,15.98393687365766,0.5114406861792373,1.709148990803504
21,16.085461394459355,0.5133894254052136,1.7329292555787028
22,15.57270860826138,0.4966764639309296,1.648725216137753
23,15.773649691971382,0.502588443952105,1.6751538035410163
24,15.329051030904214,0.4868694898333343,1.612369434236823
25,15.457483870411043,0.49255496382031105,1.6067116623821678
26,15.679122464207843,0.49883016978680944,1.6636444461499291
27,15.159298239141254,0.482506608648633,1.5799143068701693
28,15.540509039608182,0.4944988857265853,1.6211934989997583
29,14.954538979251215,0.47590425490011223,1.5432152111206259
0,15.050603552601375,0.43536145690838884,2.052196078535442
1,14.956008244494104,0.4449324508817579,1.889420245626131
2,14.86937262837919,0.447620110689884,1.8110686462156063
3,15.152899205560027,0.4630514881861437,1.8111659003975324
4,14.979421452975226,0.460423765778287,1.7291042386752844
5,15.248411525866555,0.4722982885660034,1.7637751228954113
6,15.486191093037302,0.4851628860246802,1.7701100249180892
7,16.072475861129593,0.5039435930448459,1.8552635050362336
8,16.158893636011605,0.5102249638889617,1.8431311682683684
9,15.949752398381628,0.5013526629388023,1.8080517082934449
10,15.851045822349313,0.4987698745893638,1.7933117066044655
11,15.493321574609794,0.48417293335790684,1.7465083507603423
12,15.417724963607087,0.4799816035808359,1.7270627173480249
13,15.885052319363552,0.498440861896198,1.7889989001940663
14,15.971195190680575,0.5071536910373211,1.754118137210773
15,15.502268546286711,0.49524014652643517,1.6547239815495365
16,15.404532042273539,0.49328728999026883,1.629680820974816
17,14.78873158905766,0.476640401779739,1.5715578282326812
18,13.42628368329583,0.4380645513910241,1.3783330066508668
19,13.307844835310203,0.4335700124217105,1.3661706821087751
20,12.408262706880148,0.40356484319449015,1.2881434646278584
21,12.537144857532368,0.4046322707226875,1.3209357196019282
22,11.356057597708208,0.36661322467894075,1.187414755055738
23,11.067800757961654,0.3579406076727301,1.16708652915467
24,11.161901881070968,0.3583591753644711,1.1745981346792826
25,10.873050556950759,0.35083686147014326,1.1455375876257181
26,10.06813997058075,0.3204234467656916,1.0601133387761437
27,8.262207541204493,0.2647694380668999,0.8803334979978871
