Genome,Fitness
"[[-0.85416658  0.76048507 -0.40887847 -0.41704358  0.79872062 -0.76216343
   0.81798746  0.96963327  0.19573152  0.34303001  0.84725319  0.27510169
  -0.13706335  0.57479232 -0.16208092 -0.04806762 -0.55707641 -0.53064641
   0.929431    0.57562417  0.06764518  0.89026594  0.43434304  0.0563167
  -0.21805419 -0.60685845  0.47558963 -0.47475622 -0.27500424  0.68308315
  -0.6034628   0.33597707 -0.28868963  0.03804792  0.70616261 -0.45055858
  -0.84926654 -0.40244679  0.53099856 -0.31838462  0.00435763 -0.26212491
  -0.61220578 -0.10208726 -0.39795221  0.13039077  0.5994568   0.47128952
   0.88855756  0.84253167  0.94105976  0.90139441  0.1867669  -0.69214908
  -0.68986869  0.04121638 -0.6689326  -0.65957588  0.45251008  0.14946825
   0.70624221 -0.82279863  0.86201035  0.72417639 -0.09571257 -0.73998792
  -0.36286105  0.76052177 -0.43888133 -0.38303593 -0.52968558 -0.1157503
   0.90091013 -0.11953969  0.59618755 -0.40889975 -0.61203313 -0.41441768
  -0.78798657 -0.13664121  0.29904148  0.75206272  0.72524712 -0.93376322
  -0.60446457  0.05681788 -0.81557466 -0.35130786 -0.1896532  -0.5894216
   0.65785223 -0.95704251  0.43928325  0.24838824  0.42679678 -0.83362412
  -0.96937435 -0.31532682  0.7155044  -0.12749027 -0.88311094  0.48654572
  -0.697977   -0.75825119  0.44914202  0.0248081  -0.3295847   0.94866423
   0.10048307 -0.91512734  0.88402227  0.90910583 -0.12030583  0.46133253
  -0.68914348  0.92764463  0.06711203  0.79610903  0.31923922 -0.51252655
   0.27129321  0.11982557 -0.94354615 -0.20154895 -0.88769393  0.8300674
  -0.42873139  0.21038862 -0.54468124  0.97405825 -0.32734074 -0.00264928
   0.76769144 -0.3656234  -0.61926726  0.15774619  0.72318167  0.61360261
  -0.98368802 -0.72747181  0.65170221 -0.06510424 -0.56984578 -0.09297683
  -0.6958144   0.05278171 -0.82613458 -0.96141682  0.25446038 -0.78632087
  -0.33447602 -0.14092109  0.90653126  0.17933804  0.15821351  0.77911902
  -0.78316573 -0.56648007  0.22201837 -0.63297706 -0.06836756  0.37282115
   0.40804512  0.75349151 -0.2556861   0.35314438  0.55696479  0.79484219
   0.94644481  0.79256941  0.94997744 -0.60096775  0.6389146  -0.0731366
  -0.69683765 -0.22553393 -0.26479143  0.8977601   0.57174864 -0.86695767
  -0.91142868 -0.03516459 -0.43890975  0.55872128 -0.47527658 -0.15481964
   0.81163607  0.86795026  0.59418989  0.85610694 -0.5672157  -0.8289236
  -0.695096   -0.65871148  0.85300768  0.53720472  0.50682208  0.52112269
  -0.53009488  0.63008472 -0.12500202 -0.23456935 -0.82866479 -0.81523655
   0.26779503 -0.14440683 -0.81268265 -0.07916086  0.3000808  -0.06276956
  -0.65103108  0.96607056  0.78046003 -0.24781329 -0.88137386  0.1967075
   0.45765155 -0.96185153  0.19314788  0.18439705 -0.53325705 -0.73669165
   0.75868468 -0.1840483   0.44297647 -0.69212935  0.40965201  0.8201123
   0.89219166  0.94105752 -0.6337814  -0.66106757 -0.31102995 -0.46599418
   0.08608987  0.22735579 -0.64641821 -0.64415093  0.18701777  0.42662263
   0.17809642 -0.66962085 -0.63519517  0.05287296  0.65876689  0.17889328
   0.88375979  0.90998404  0.04043247  0.05536113 -0.94315554 -0.86028584
   0.65624534  0.22841062  0.45201616 -0.79246465 -0.88868695 -0.9285728
   0.29957543 -0.84583777 -0.90822835 -0.86647363 -0.56044109  0.32127552
  -0.29977615]]",[88.81791509]
"[[ 0.36167716  0.44216031 -0.57622128  0.64965906  0.61200441  0.25908749
   0.81320584 -0.7574442   0.79643757 -0.68601006 -0.12742795  0.88697442
  -0.18019773 -0.62611002  0.56585177 -0.73382676  0.60208395  0.69179049
   0.35530933  0.93856982 -0.62228717  0.30706392  0.3217941   0.42055128
   0.62350998  0.12934894 -0.42712105 -0.20112168 -0.01999753  0.80930334
  -0.17179401 -0.74133764 -0.25847011  0.61335087  0.65857236 -0.84506573
   0.42670467  0.70389417 -0.63043322 -0.3282297  -0.8709666  -0.71911758
  -0.9401194   0.85584805 -0.33639873  0.03288111  0.40518566 -0.69597659
  -0.96176014 -0.44387079  0.63197823  0.38652319  0.09103621 -0.5629231
  -0.2838812   0.74690249 -0.11092342 -0.31451625  0.45450377 -0.69520754
   0.04016291  0.81733773  0.29752268 -0.96303461  0.80304584  0.80914264
  -0.78167075 -0.53285566  0.1503385  -0.91106109 -0.43352194 -0.3761139
  -0.83206327  0.16452596  0.24722293  0.48116234 -0.20253996  0.57891548
   0.53943806  0.75385768  0.61902508  0.56587812  0.35786198 -0.9896684
  -0.56906053 -0.54867968 -0.89158804  0.4412383   0.28064763  0.25038464
   0.55281201  0.84363063  0.61742678 -0.06608825 -0.84759509  0.20041428
  -0.14862228  0.89369306 -0.76495618  0.15248948 -0.00108616 -0.41467702
  -0.44527497 -0.46127982 -0.4601981  -0.54100465  0.43016711 -0.59785734
  -0.14792862 -0.01366009  0.86103115  0.24764772 -0.41471757  0.72803792
   0.69871686  0.81189514 -0.32544327 -0.31293777  0.096892   -0.29607656
   0.9339403   0.27375502 -0.41286831  0.1116954  -0.05328812  0.95743566
  -0.99856598  0.33502942 -0.50214844 -0.82319244  0.93089162  0.96942173
   0.75044884  0.55836732 -0.71655122  0.99250383 -0.73946265 -0.95214626
   0.7840054   0.30934134  0.53938252 -0.27929369 -0.28421258  0.38917273
  -0.62865306  0.68707663  0.61422099  0.02410981  0.45171515 -0.52991233
   0.08836317 -0.95313539 -0.01064282 -0.25044102  0.96234309 -0.84149485
  -0.21288803  0.77709879 -0.71735544 -0.97908914 -0.10337527 -0.96491713
  -0.02661461 -0.15705801 -0.24905237 -0.95105029 -0.95382198 -0.64808173
  -0.51992496  0.94527779  0.56348417 -0.18712034  0.93939273 -0.65068962
  -0.65371956  0.33551522  0.06459795  0.49838031 -0.77906109  0.2976997
   0.49204637 -0.25011717  0.31951749  0.39983819 -0.88343526  0.20847134
   0.91162808  0.59990902 -0.36669318 -0.26529225 -0.48785832  0.86367651
   0.046207   -0.594035    0.22319241 -0.02325903  0.89421682  0.86943881
   0.78251486 -0.90615736  0.09447309 -0.0734115   0.84398713  0.7910302
  -0.54432132  0.30555164  0.39534071  0.89553978  0.73433717 -0.59541002
   0.17053043 -0.77702855  0.17054508  0.96359776  0.97065036  0.38709499
   0.6858719   0.2812068   0.29078438 -0.28734001  0.83886546  0.33556394
  -0.36546438  0.21181047 -0.69467409 -0.9157739   0.63549135 -0.11731717
  -0.6296566  -0.06656024 -0.696713    0.46724135  0.3203223   0.92576738
   0.02396854 -0.41076634  0.51479331 -0.13583401 -0.3995509   0.33418314
  -0.80447217 -0.15735166 -0.42558228  0.48565021  0.19905421 -0.86264431
  -0.0890691   0.17223525 -0.28771618  0.2569429  -0.48309365 -0.78318646
  -0.47141168  0.00485153 -0.64594072 -0.96702468 -0.87891693  0.36449518
   0.34614923 -0.80680614 -0.96238969 -0.69652262  0.01475962  0.4072997
   0.14047465]]",[89.67094979]
"[[-1.09460728e-01  7.46808823e-01 -4.52869157e-01 -1.87006648e-01
  -5.19892811e-01 -4.95072047e-01  1.65091356e-01  8.69816060e-01
  -4.93736592e-01 -7.17915461e-01 -9.78585248e-01  7.20857706e-01
  -8.54833395e-01 -2.71170601e-03 -9.67408720e-01 -9.19393304e-01
   3.91222932e-01  2.29832413e-01  9.23076012e-01  2.71929290e-01
   5.11071959e-01 -3.29162855e-01 -5.46366492e-01  7.91397575e-01
  -7.44618543e-01 -5.58793710e-01 -9.47491152e-02 -6.07896500e-01
  -1.34437822e-02  2.67693053e-02 -7.24036508e-01 -3.93672373e-02
  -5.61480877e-01  4.11247678e-01  1.47662302e-02  6.93012637e-01
   2.76997508e-01 -2.31950733e-01 -6.45052708e-01 -6.32006147e-01
   9.92145808e-01 -4.48083775e-01  2.47801211e-01 -7.58904977e-01
  -7.91230250e-02  2.07326117e-01  5.05385345e-01 -9.69277482e-01
  -1.47318365e-01 -5.59776527e-01 -3.71361106e-01  2.75960941e-01
   7.64518764e-01 -1.22706502e-01 -4.87739216e-01  3.07688237e-01
   5.95545162e-01 -9.67681788e-01 -8.17883299e-01 -2.79952747e-01
  -4.06759625e-01  7.53071673e-01 -6.33608175e-01 -1.47665528e-01
  -2.03319101e-01  6.49085899e-01  1.85178674e-01  4.64388605e-01
  -8.26556627e-02 -5.00823102e-01 -9.50380011e-01 -7.59146489e-01
   1.30927302e-01 -4.26650807e-01 -7.81033619e-01 -5.51008339e-01
  -3.23080408e-01  3.37357935e-01  8.92295396e-02  3.73422721e-03
   2.06440359e-01 -3.76383916e-01  3.62224993e-01  7.77643740e-01
  -7.81246812e-01 -7.17109029e-01 -5.07592558e-03 -4.72199468e-01
  -8.94731065e-01  5.76443280e-01 -3.04521123e-01  9.37094777e-01
  -1.37017287e-01 -1.65786612e-01  7.04817773e-01 -4.08615653e-01
   8.62365359e-01  6.00086627e-01  3.34418190e-01  2.31665399e-01
   7.56856356e-01  5.17994904e-01  6.96150441e-01  3.30674309e-01
  -2.58136448e-01  9.67288042e-01 -8.63959147e-01  4.41562380e-01
  -1.46279379e-01 -6.40505099e-02 -8.32997997e-01  9.77957954e-01
  -8.65734997e-01  2.67241427e-01  1.88592639e-01 -6.92111014e-01
  -5.22817901e-01  7.54660546e-01  4.03479581e-01  3.51283361e-01
   8.94249162e-01 -2.53658467e-01 -9.44557955e-01  5.27730732e-01
  -3.14944845e-01  3.02516842e-01 -1.95460597e-01  3.46628408e-01
   3.82110893e-01 -8.21015446e-01  7.72330580e-01 -5.61152909e-01
   9.07971301e-02 -5.54597539e-01 -1.73665323e-01  7.39885234e-01
   6.36982299e-01  9.90133451e-01  4.80201389e-01 -5.45065667e-01
   2.51871937e-01 -8.37204470e-01  1.43552763e-01  2.88620506e-01
   8.12612693e-01 -6.83822993e-01 -4.15133501e-01 -3.65311529e-01
   9.91310048e-01 -3.82683091e-01  8.37686308e-01  5.19571936e-01
   9.87457904e-01  3.15071398e-01  3.50199464e-01 -4.21984687e-01
  -2.59979169e-01 -5.07808884e-01  6.15907052e-01  8.78088305e-01
  -5.89215922e-02  4.68252506e-01  1.77226246e-01  4.62084828e-01
   8.15877669e-01 -2.68209690e-01 -1.85000810e-01  5.99491986e-01
   7.05395187e-01 -8.04230885e-01  7.35422346e-01 -4.77897928e-02
  -3.39809952e-01 -3.34993519e-01  6.06413712e-01  6.41851788e-01
   3.23852399e-01 -6.28380252e-01 -7.34056357e-01  9.70705140e-01
  -6.92019981e-01  2.52694308e-02 -3.51669579e-01  1.88863550e-01
  -5.41705506e-01  7.59642388e-01 -8.80682378e-01  2.63908011e-02
  -2.01585396e-01  8.33033515e-01 -1.49608796e-01  3.96639582e-01
  -8.76404009e-01 -1.03782839e-01 -6.49982476e-01 -1.22335968e-01
  -7.98949782e-01 -2.45679196e-01 -2.13725582e-04 -7.58003591e-01
  -3.56941440e-01  3.19392224e-01  2.80837010e-01  7.82333049e-01
  -6.56342895e-02 -2.03477653e-01  5.85394030e-01 -9.13933496e-01
  -2.59431172e-01  8.76759626e-01 -8.79720427e-01 -5.76061541e-01
   6.46190433e-01  8.54548225e-01 -7.91860852e-01  5.98256380e-01
  -5.06561171e-01  5.98947099e-01 -3.56345038e-01  9.33576698e-01
   1.79101398e-01  4.08935670e-01 -8.53140567e-01  7.82355863e-01
   5.06752863e-01 -2.93352432e-01 -8.56995714e-01 -5.36219377e-01
  -2.38000562e-01 -5.33105079e-01 -4.79811642e-01  9.31156994e-01
   8.19608570e-01  6.76699310e-01  1.76661560e-01  4.86945342e-01
  -7.91065351e-01  8.68693519e-03 -5.99845843e-01 -2.81486906e-01
  -4.51480185e-01  1.94907651e-01  1.50255624e-01 -9.92590559e-02
  -5.94427329e-01  5.69908453e-01 -2.04793436e-01 -5.89043556e-01
  -3.45506996e-03 -1.52817133e-03 -5.69096086e-01 -8.32903879e-01
   4.06917594e-02  4.67999614e-01 -5.67702219e-01  2.12720070e-01
  -5.16813020e-01 -2.78103031e-01 -9.51287290e-01  4.94862911e-01
  -5.40792635e-02 -1.27977846e-01  5.44277811e-01  5.19326666e-01
  -1.47704489e-01]]",[89.41379138]
"[[ 0.97464086  0.71767777  0.80950154 -0.50628555 -0.38642254 -0.46678046
   0.35078046  0.16065547 -0.91272105 -0.22475758 -0.15792635  0.5861452
   0.99958508 -0.35016274 -0.59957142  0.33870312  0.8350943   0.13920623
   0.96309958  0.59557189  0.38739404 -0.23857598  0.73350828 -0.3371931
   0.26781998  0.87957636  0.80335707  0.89254287  0.89628164  0.55984941
   0.04403435 -0.74782611 -0.27335205 -0.62797937  0.92199354 -0.23179541
   0.84089585 -0.63710617 -0.41174056 -0.02279459 -0.93306447  0.26822772
   0.44508074  0.33591925  0.95006329  0.25056304 -0.77122591 -0.86753391
  -0.15535254  0.21302474 -0.3806273  -0.90601523  0.69296986 -0.56737862
   0.49543719  0.99404938 -0.47349964  0.78378075 -0.02816603 -0.44470135
  -0.16693627  0.62821576 -0.31788625 -0.90267048 -0.72181056 -0.72196573
  -0.56955126  0.89714414 -0.17471465  0.89069994  0.31698952 -0.2022188
  -0.40558382  0.98143304 -0.20909453 -0.94336255 -0.51350353 -0.12447324
  -0.59661488 -0.88657591 -0.7718931   0.50735268 -0.06737988  0.37021957
   0.98670061  0.38025067  0.83281203 -0.29300013  0.91486968 -0.26804658
  -0.72922961 -0.4632855  -0.54499571 -0.20979283  0.18582251  0.67003966
  -0.98202032  0.38606791  0.54539911  0.25201561  0.35776314 -0.11863905
  -0.16772763  0.05390033 -0.5439489  -0.18890375 -0.60519895  0.86393832
  -0.84582087  0.93966467 -0.50009542 -0.61231998  0.59185837 -0.81990846
  -0.59911306  0.63107713  0.02062887  0.53524583 -0.86536486 -0.35816465
  -0.20414163 -0.84025902  0.89594658  0.25638797  0.72016138 -0.7684301
   0.38425308  0.84194135 -0.45173811  0.19844112  0.93067944 -0.98395281
  -0.55474502  0.07067336  0.81860544 -0.74448981  0.9730135   0.59627067
  -0.32373504 -0.84372634  0.5698977  -0.55106934  0.35853913 -0.5104633
  -0.1040579  -0.38878085 -0.86992323 -0.14926366 -0.43730312  0.40975439
   0.4394753   0.90903415  0.99397547  0.19582639 -0.03331202  0.38945336
  -0.65183802 -0.71614475 -0.90378936  0.16665688  0.41245609  0.37889099
   0.40665035 -0.8823789  -0.3671414  -0.38206608 -0.45426845  0.42501048
   0.44018895 -0.08823024  0.76453256  0.76352275  0.65131742 -0.83739545
  -0.62108515 -0.90908149 -0.79698077  0.91317959 -0.4071637   0.21733964
  -0.24071547 -0.41175129  0.81709032 -0.83072595 -0.17648785  0.00630327
   0.09262736 -0.68817853  0.28667004  0.26368808  0.07395703 -0.48616312
   0.13029959 -0.5069988   0.58480536  0.75157543  0.64765484  0.78934677
  -0.02225239  0.6713411  -0.9816937   0.15046779 -0.35152925  0.68999173
  -0.9231033  -0.14989876  0.66989037 -0.65700844 -0.59451933 -0.8447817
  -0.81907591 -0.98910331  0.53761543 -0.46080846 -0.66439897 -0.50110064
   0.63349632 -0.86022845  0.83169573  0.74175027  0.54834605 -0.75299851
  -0.6041035  -0.32647159  0.30547153 -0.13843098 -0.72165785  0.42598479
  -0.38416453  0.03395634  0.76560339 -0.29811237  0.24485016  0.82667584
   0.16738323 -0.04665571  0.23181578  0.53085751 -0.89718336  0.02886967
   0.9937596   0.9116497   0.91202911  0.17616519 -0.40502643 -0.92527034
  -0.80351736  0.14810135  0.76612098  0.02445565 -0.61603796  0.27441871
  -0.19677031  0.69237076  0.40136436 -0.0583227  -0.85159501 -0.67349191
   0.87025562  0.04603531  0.1109518   0.24112918  0.33868702  0.59756367
  -0.19190328]]",[88.81585111]
"[[ 0.81544689 -0.87066773  0.22850459 -0.94642685 -0.50636349 -0.3313673
   0.58583222  0.11881117  0.56435339 -0.12513258 -0.32942937  0.43042607
  -0.48516968  0.91660798  0.23960831 -0.12867999  0.87725694  0.26198441
   0.79249403  0.83193397  0.44490314  0.36883579  0.03057857  0.80529234
  -0.64169826 -0.9000388  -0.31992634  0.6245462   0.41459633  0.39421571
  -0.3580597   0.6379991  -0.6824753   0.10451137 -0.32382291  0.47053797
   0.26804988 -0.01731128  0.68826342  0.84729951  0.38958078  0.10673324
  -0.12013867 -0.10202366 -0.14707879  0.76504989  0.59229187  0.07303075
   0.43049497 -0.85091176 -0.44750891 -0.74832396  0.7858609   0.87214533
  -0.49240436 -0.29400974 -0.45058507  0.10407256 -0.12444244 -0.97148024
   0.7355459  -0.39844762 -0.5034404  -0.30640365  0.93643155  0.33825722
  -0.18766296 -0.69972431 -0.1619109  -0.18797089 -0.00728298  0.3050289
  -0.28104981 -0.89565136  0.33218409 -0.36336144 -0.66504883 -0.91944096
   0.59895403 -0.31208507 -0.01234712 -0.53420567 -0.75862356  0.94043086
   0.29773796 -0.39969975  0.50048825 -0.84361398  0.29465749 -0.99756302
   0.5964382  -0.28955708 -0.53162274  0.70425145  0.13601244  0.02030855
  -0.93110745  0.48435277 -0.7195247  -0.70416843  0.18996124 -0.72770843
  -0.45343813 -0.27463355 -0.78377497 -0.80879873 -0.66234923 -0.43405543
  -0.17650561 -0.5458514  -0.23540169 -0.41295085  0.20205667  0.55706178
   0.96772137 -0.17140366  0.05724458  0.16464854 -0.01857551  0.44887636
   0.22602066 -0.41439342  0.3178095   0.08807855  0.9527739   0.42409432
  -0.61033345  0.49696699  0.86362061 -0.81637677 -0.47486561 -0.71431053
  -0.52811054 -0.14438126  0.65322918 -0.86568014  0.31780394 -0.94503129
   0.75257415  0.61899133  0.82828475 -0.79062061  0.96051859 -0.38723808
   0.21489417 -0.01422254 -0.44499349  0.90701176 -0.97255387 -0.46860627
   0.49508792 -0.21732994  0.12467342  0.12282458 -0.6324796  -0.88386979
   0.91411135 -0.09036135  0.79529234 -0.79714912  0.7914862  -0.21427899
   0.15473208 -0.17429522  0.42947649 -0.92792923 -0.78138748 -0.29652615
  -0.13317444  0.8665878  -0.19097835 -0.28521507 -0.19632972  0.13666387
   0.26035216  0.76490341 -0.49791374 -0.91066365  0.01740373  0.56351725
   0.83194574 -0.09346065  0.72618615  0.16991162 -0.7400533  -0.21389095
   0.72445004  0.45543568  0.83712496  0.69978182 -0.12465362  0.22451614
  -0.85188968  0.20951163  0.14519178 -0.19548572  0.70520048 -0.97504889
  -0.08370955  0.85839678  0.05784496 -0.26370357 -0.95507312  0.57441685
   0.15945523 -0.24053706 -0.85003863  0.1835772   0.23223767  0.42636995
   0.63600563  0.87317091 -0.73708613  0.47440145 -0.99003356 -0.78721472
  -0.53122726  0.15235639  0.67744296  0.94565697 -0.36522488 -0.66148102
   0.13712557  0.63914762  0.82786771  0.31486796 -0.49878866  0.52997451
   0.52725813  0.90848311 -0.40328456 -0.52852795  0.19527697  0.77435916
  -0.40031086 -0.89425255  0.44595271 -0.38931163  0.39670526 -0.31878128
   0.51519375 -0.39602628 -0.51025899  0.00626787 -0.80253962 -0.28229302
   0.95051517  0.52741629  0.17549553  0.90906335  0.14904821  0.16035039
   0.39726847 -0.62537017 -0.13225919 -0.88373825 -0.80842909  0.46533554
   0.54796262 -0.22464633 -0.70289201  0.11152169 -0.27297151 -0.39883075
   0.99308918]]",[89.19342407]
"[[-3.48807947e-01 -2.88932590e-01 -7.11799552e-01  1.48003333e-01
  -8.94173533e-01 -5.23054833e-01  3.38974640e-02 -2.83242011e-01
   6.63313800e-01 -5.74179322e-01 -5.99754600e-02  5.62359053e-01
  -1.12598751e-01  5.94324158e-01 -4.59248921e-01  7.56598810e-01
   8.11807266e-01  6.82724680e-01  8.23226987e-01  2.99942583e-01
   3.65816822e-01 -1.35937811e-01 -7.91742630e-01  5.09136148e-02
  -7.98545372e-01 -3.19547795e-01  8.80272013e-01  8.22367711e-01
   7.48707609e-02  2.76210217e-01  5.72463167e-01 -1.07403023e-01
   6.33164474e-01  5.11553781e-01 -2.58736204e-01 -2.50188160e-01
   7.49394836e-01 -5.74766346e-01  4.05073931e-01  5.12486730e-01
   8.77128281e-01  6.29968259e-01  4.38101894e-01  8.95620705e-01
  -7.04603638e-01  5.58076991e-01  9.97641540e-01 -2.06035066e-02
   9.40806357e-01 -3.75809646e-01 -8.63796040e-01 -4.58433311e-01
  -4.81157260e-01  6.69029000e-01 -5.22010900e-01 -2.45045225e-01
  -1.72527545e-01  7.85944461e-01 -6.18748185e-01  8.46959354e-01
   6.76577149e-01 -2.10962782e-02  1.03969817e-01 -7.06135358e-01
  -9.74542786e-01  1.95947626e-01  6.67487504e-01 -2.78298034e-01
   2.51774022e-01 -3.92947039e-01 -2.45238826e-01  2.35896459e-01
  -6.21174140e-01  8.93703933e-01  9.54783900e-01 -1.39859576e-01
   3.57897939e-04 -3.66089791e-02  4.93094084e-01  5.93533192e-01
   7.76839460e-01 -2.03032776e-01  4.75538128e-02 -1.45047656e-01
  -2.33479657e-01  6.08375672e-01 -5.90941840e-01  6.35803052e-01
   8.20270654e-01 -5.77294920e-01  2.06029114e-01 -2.20045297e-01
   1.30792298e-01 -1.91371094e-01  8.10575667e-01 -3.93850267e-01
  -8.14049297e-01  8.86950419e-01  9.80435198e-01  9.28515480e-01
  -7.82607861e-01  9.53212101e-01  8.50027178e-01  3.32978978e-01
   7.64112979e-01  1.39467065e-01 -9.98080128e-01  5.80190621e-01
  -9.27323298e-01 -1.42491724e-01  9.94719601e-01 -4.68604021e-01
   5.58101652e-01 -2.16045077e-02 -5.96068732e-01 -3.90596911e-01
   7.93889826e-01 -7.49443011e-01 -6.67637311e-01  2.84192878e-01
  -5.60134868e-02  1.06776084e-01 -9.75476471e-02 -3.18630932e-01
   5.40949965e-01  5.98335554e-01  3.80758446e-01 -3.16488673e-01
   9.42387460e-01 -2.30518390e-01 -1.81090582e-01  5.07064339e-01
  -7.57775425e-01  1.38505844e-01 -7.90621913e-01 -6.44907806e-01
   3.97503992e-01 -3.39197223e-01 -1.59087735e-02 -5.70077855e-01
   3.53347253e-01  7.59391166e-01 -2.99813366e-01 -3.35432288e-01
   6.48785986e-01  2.66611923e-01  7.86782415e-01 -7.53197576e-02
  -4.92337264e-01  1.68888237e-02 -6.62326167e-01  3.73732880e-01
   2.53885773e-01  2.96170171e-01 -1.38795810e-01  8.23107312e-01
   2.33492686e-01 -3.44382135e-01 -6.52593753e-01 -2.20157094e-01
  -8.47312081e-01  2.84674779e-01  6.44294567e-02 -9.70908405e-01
  -5.68940067e-01  8.44214530e-01 -2.16025267e-01 -2.25627486e-01
  -3.78425625e-01  5.37908866e-01 -1.50898141e-01  9.58082337e-01
   2.08547429e-01 -5.47637702e-01 -6.14565204e-02  7.37415585e-01
   8.21384062e-01  3.18557272e-01  4.55931578e-01  4.62311315e-01
  -5.76827648e-01 -4.41176250e-01 -1.00961843e-01  3.21925034e-01
   4.99793958e-01 -4.02807497e-01 -8.79114128e-01  1.96477530e-01
   7.33611020e-01 -9.04095339e-01 -8.67774642e-01  1.74953784e-01
  -6.32984448e-01 -3.25675660e-01 -1.03482411e-01 -2.16092740e-01
  -7.91766926e-01 -1.06504794e-01 -2.52759761e-01 -6.10183717e-01
   4.16503653e-01  4.81138681e-01  3.12035451e-01  7.66682207e-01
   4.86969253e-01 -6.59336062e-01  3.01581313e-01 -6.39096299e-01
   7.92829776e-01 -4.72714587e-01  1.86543774e-01 -7.11367177e-01
   7.32509401e-01  4.45455955e-01 -2.18332790e-02 -5.68788546e-01
   4.45003147e-01  9.39630363e-01  7.93146996e-01 -8.27863049e-01
  -5.38264680e-01 -5.07121843e-02  3.32619087e-01  4.01333140e-01
   9.67264658e-01 -1.33122929e-01  8.22255056e-01  9.82043389e-01
  -6.54924889e-01  9.27442488e-03 -9.08220410e-01 -5.85585470e-01
   6.51914478e-01  6.42889085e-01  3.11608057e-01  3.47607319e-01
  -8.30746943e-01  7.17187051e-01  9.39010763e-01 -5.03725904e-01
  -1.79664311e-01  5.39592781e-02  4.74462011e-01  3.27142750e-01
   6.56885702e-01  1.63544991e-01 -9.01316898e-01 -8.01542239e-01
  -8.39630489e-01  2.19476817e-01  1.78049995e-01  1.54173989e-02
   1.78182708e-01  4.76166276e-01 -6.65452169e-01 -6.17648496e-01
  -4.62972716e-01  5.41832993e-01  6.88298314e-01 -7.95877654e-01
  -7.19332337e-01  1.94230324e-01  9.60407964e-01  1.44545601e-01
  -3.18414137e-01]]",[89.01585111]
